underlying_id,valuedate,settle_value,ticker
BO  N9,18-Oct-16,35.89,BON9 Comdty
BO  N7,18-Oct-16,35.9,BON7 Comdty
BO  Z8,18-Oct-16,35.89,BOZ8 Comdty
BO  H8,18-Oct-16,35.74,BOH8 Comdty
BO  F8,18-Oct-16,35.73,BOF8 Comdty
BO  K8,18-Oct-16,35.72,BOK8 Comdty
BO  V8,18-Oct-16,35.89,BOV8 Comdty
BO  Q8,18-Oct-16,35.89,BOQ8 Comdty
BO  Z9,18-Oct-16,35.89,BOZ9 Comdty
BO  V7,19-Oct-16,36.01,BOV7 Comdty
BO  Z9,19-Oct-16,36.17,BOZ9 Comdty
BO  U7,19-Oct-16,36.24,BOU7 Comdty
BO  Q8,19-Oct-16,36.17,BOQ8 Comdty
BO  K7,19-Oct-16,36.07,BOK7 Comdty
BO  U8,19-Oct-16,36.17,BOU8 Comdty
BO  F7,19-Oct-16,35.67,BOF7 Comdty
BO  H7,19-Oct-16,35.89,BOH7 Comdty
BO  N7,19-Oct-16,36.22,BON7 Comdty
BO  H8,19-Oct-16,36.08,BOH8 Comdty
BO  F8,19-Oct-16,36.07,BOF8 Comdty
BO  Q7,19-Oct-16,36.24,BOQ7 Comdty
BO  Z7,19-Oct-16,36.04,BOZ7 Comdty
BO  V8,19-Oct-16,36.17,BOV8 Comdty
BO  Z6,19-Oct-16,35.4,BOZ6 Comdty
BO  Z8,19-Oct-16,36.17,BOZ8 Comdty
BO  N9,19-Oct-16,36.17,BON9 Comdty
BO  K8,19-Oct-16,36.05,BOK8 Comdty
BO  N8,19-Oct-16,36.17,BON8 Comdty
BO  V9,19-Oct-16,36.17,BOV9 Comdty
BO  U7,20-Oct-16,35.87,BOU7 Comdty
BO  V7,20-Oct-16,35.65,BOV7 Comdty
BO  K7,20-Oct-16,35.7,BOK7 Comdty
BO  V9,20-Oct-16,35.86,BOV9 Comdty
BO  N8,20-Oct-16,35.86,BON8 Comdty
BO  Q8,20-Oct-16,35.86,BOQ8 Comdty
BO  Z9,20-Oct-16,35.86,BOZ9 Comdty
BO  Q7,20-Oct-16,35.9,BOQ7 Comdty
BO  Z7,20-Oct-16,35.63,BOZ7 Comdty
BO  F7,20-Oct-16,35.32,BOF7 Comdty
BO  H7,20-Oct-16,35.53,BOH7 Comdty
BO  K8,20-Oct-16,35.69,BOK8 Comdty
BO  N7,20-Oct-16,35.88,BON7 Comdty
BO  U8,20-Oct-16,35.86,BOU8 Comdty
BO  Z6,20-Oct-16,35.05,BOZ6 Comdty
BO  V8,20-Oct-16,35.86,BOV8 Comdty
BO  H8,20-Oct-16,35.69,BOH8 Comdty
BO  N9,20-Oct-16,35.86,BON9 Comdty
BO  Z8,20-Oct-16,35.86,BOZ8 Comdty
BO  F8,20-Oct-16,35.67,BOF8 Comdty
BO  V7,21-Oct-16,35.7,BOV7 Comdty
BO  N8,21-Oct-16,35.91,BON8 Comdty
BO  K7,21-Oct-16,35.78,BOK7 Comdty
BO  H8,21-Oct-16,35.73,BOH8 Comdty
BO  U7,21-Oct-16,35.93,BOU7 Comdty
BO  K8,21-Oct-16,35.72,BOK8 Comdty
BO  U8,21-Oct-16,35.91,BOU8 Comdty
BO  F7,21-Oct-16,35.38,BOF7 Comdty
BO  V9,21-Oct-16,35.91,BOV9 Comdty
BO  F8,21-Oct-16,35.74,BOF8 Comdty
BO  H7,21-Oct-16,35.6,BOH7 Comdty
BO  Q7,21-Oct-16,35.96,BOQ7 Comdty
BO  Z7,21-Oct-16,35.7,BOZ7 Comdty
BO  Z6,21-Oct-16,35.12,BOZ6 Comdty
BO  Z8,21-Oct-16,35.91,BOZ8 Comdty
BO  N7,21-Oct-16,35.95,BON7 Comdty
BO  Z9,21-Oct-16,35.91,BOZ9 Comdty
BO  Q8,21-Oct-16,35.91,BOQ8 Comdty
BO  V8,21-Oct-16,35.91,BOV8 Comdty
BO  N9,21-Oct-16,35.91,BON9 Comdty
BO  K7,24-Oct-16,36.61,BOK7 Comdty
BO  U7,24-Oct-16,36.69,BOU7 Comdty
BO  N7,24-Oct-16,36.76,BON7 Comdty
BO  V7,24-Oct-16,36.44,BOV7 Comdty
BO  K8,24-Oct-16,36.45,BOK8 Comdty
BO  Z9,24-Oct-16,36.53,BOZ9 Comdty
BO  V8,24-Oct-16,36.53,BOV8 Comdty
BO  Q8,24-Oct-16,36.53,BOQ8 Comdty
BO  Z8,24-Oct-16,36.53,BOZ8 Comdty
BO  U8,24-Oct-16,36.53,BOU8 Comdty
BO  H8,24-Oct-16,36.47,BOH8 Comdty
BO  V9,24-Oct-16,36.53,BOV9 Comdty
BO  F7,24-Oct-16,36.25,BOF7 Comdty
BO  H7,24-Oct-16,36.45,BOH7 Comdty
BO  Z6,24-Oct-16,35.99,BOZ6 Comdty
BO  Q7,24-Oct-16,36.75,BOQ7 Comdty
BO  Z7,24-Oct-16,36.42,BOZ7 Comdty
BO  N9,24-Oct-16,36.53,BON9 Comdty
BO  F8,24-Oct-16,36.45,BOF8 Comdty
BO  N8,24-Oct-16,36.53,BON8 Comdty
BO  V7,25-Oct-16,36.26,BOV7 Comdty
BO  K7,25-Oct-16,36.38,BOK7 Comdty
BO  U7,25-Oct-16,36.52,BOU7 Comdty
BO  Q8,25-Oct-16,36.38,BOQ8 Comdty
BO  Z9,25-Oct-16,36.38,BOZ9 Comdty
BO  Z6,25-Oct-16,35.8,BOZ6 Comdty
BO  U8,25-Oct-16,36.38,BOU8 Comdty
BO  H7,25-Oct-16,36.22,BOH7 Comdty
BO  F7,25-Oct-16,36.05,BOF7 Comdty
BO  Z7,25-Oct-16,36.24,BOZ7 Comdty
BO  N7,25-Oct-16,36.56,BON7 Comdty
BO  K8,25-Oct-16,36.33,BOK8 Comdty
BO  Q7,25-Oct-16,36.57,BOQ7 Comdty
BO  V8,25-Oct-16,36.38,BOV8 Comdty
BO  N9,25-Oct-16,36.38,BON9 Comdty
BO  N8,25-Oct-16,36.38,BON8 Comdty
BO  Z8,25-Oct-16,36.38,BOZ8 Comdty
BO  V9,25-Oct-16,36.38,BOV9 Comdty
BO  F8,25-Oct-16,36.27,BOF8 Comdty
BO  H8,25-Oct-16,36.31,BOH8 Comdty
BO  K7,26-Oct-16,36.27,BOK7 Comdty
BO  V7,26-Oct-16,36.06,BOV7 Comdty
BO  V9,26-Oct-16,36.18,BOV9 Comdty
BO  U7,26-Oct-16,36.33,BOU7 Comdty
BO  F7,26-Oct-16,35.96,BOF7 Comdty
BO  N8,26-Oct-16,36.18,BON8 Comdty
BO  Q7,26-Oct-16,36.41,BOQ7 Comdty
BO  Z9,26-Oct-16,36.18,BOZ9 Comdty
BO  N7,26-Oct-16,36.44,BON7 Comdty
BO  Q8,26-Oct-16,36.18,BOQ8 Comdty
BO  K8,26-Oct-16,36.13,BOK8 Comdty
BO  Z7,26-Oct-16,36.06,BOZ7 Comdty
BO  Z6,26-Oct-16,35.72,BOZ6 Comdty
BO  H7,26-Oct-16,36.13,BOH7 Comdty
BO  U8,26-Oct-16,36.18,BOU8 Comdty
BO  H8,26-Oct-16,36.11,BOH8 Comdty
BO  Z8,26-Oct-16,36.18,BOZ8 Comdty
BO  V8,26-Oct-16,36.18,BOV8 Comdty
BO  N9,26-Oct-16,36.18,BON9 Comdty
BO  F8,26-Oct-16,36.08,BOF8 Comdty
BO  V7,27-Oct-16,35.37,BOV7 Comdty
BO  U7,27-Oct-16,35.59,BOU7 Comdty
BO  N8,27-Oct-16,35.54,BON8 Comdty
BO  K7,27-Oct-16,35.56,BOK7 Comdty
BO  K8,27-Oct-16,35.49,BOK8 Comdty
BO  H7,27-Oct-16,35.44,BOH7 Comdty
BO  V9,27-Oct-16,35.54,BOV9 Comdty
BO  Z6,27-Oct-16,35.11,BOZ6 Comdty
BO  Z9,27-Oct-16,35.54,BOZ9 Comdty
BO  N9,27-Oct-16,35.54,BON9 Comdty
BO  Q8,27-Oct-16,35.54,BOQ8 Comdty
BO  Z8,27-Oct-16,35.54,BOZ8 Comdty
BO  N7,27-Oct-16,35.73,BON7 Comdty
BO  F8,27-Oct-16,35.43,BOF8 Comdty
BO  F7,27-Oct-16,35.32,BOF7 Comdty
BO  U8,27-Oct-16,35.54,BOU8 Comdty
BO  Q7,27-Oct-16,35.69,BOQ7 Comdty
BO  Z7,27-Oct-16,35.43,BOZ7 Comdty
BO  H8,27-Oct-16,35.47,BOH8 Comdty
BO  V8,27-Oct-16,35.54,BOV8 Comdty
BO  V7,28-Oct-16,35.63,BOV7 Comdty
BO  N8,28-Oct-16,35.68,BON8 Comdty
BO  K7,28-Oct-16,35.88,BOK7 Comdty
BO  U7,28-Oct-16,35.88,BOU7 Comdty
BO  Z9,28-Oct-16,35.81,BOZ9 Comdty
BO  V9,28-Oct-16,35.81,BOV9 Comdty
BO  Z6,28-Oct-16,35.41,BOZ6 Comdty
BO  Q8,28-Oct-16,35.68,BOQ8 Comdty
BO  N7,28-Oct-16,36.05,BON7 Comdty
BO  F8,28-Oct-16,35.66,BOF8 Comdty
BO  Z7,28-Oct-16,35.66,BOZ7 Comdty
BO  H8,28-Oct-16,35.69,BOH8 Comdty
BO  K8,28-Oct-16,35.65,BOK8 Comdty
BO  H7,28-Oct-16,35.76,BOH7 Comdty
BO  U8,28-Oct-16,35.68,BOU8 Comdty
BO  F7,28-Oct-16,35.63,BOF7 Comdty
BO  Q7,28-Oct-16,35.99,BOQ7 Comdty
BO  V8,28-Oct-16,35.68,BOV8 Comdty
BO  N9,28-Oct-16,35.81,BON9 Comdty
BO  Z8,28-Oct-16,35.81,BOZ8 Comdty
BO  K7,31-Oct-16,35.69,BOK7 Comdty
BO  U8,31-Oct-16,35.61,BOU8 Comdty
BO  U7,31-Oct-16,35.8,BOU7 Comdty
BO  V7,31-Oct-16,35.55,BOV7 Comdty
BO  N8,31-Oct-16,35.61,BON8 Comdty
BO  Q7,31-Oct-16,35.85,BOQ7 Comdty
BO  F7,31-Oct-16,35.39,BOF7 Comdty
BO  Z7,31-Oct-16,35.56,BOZ7 Comdty
BO  H7,31-Oct-16,35.53,BOH7 Comdty
BO  V8,31-Oct-16,35.61,BOV8 Comdty
BO  Z6,31-Oct-16,35.17,BOZ6 Comdty
BO  Z8,31-Oct-16,35.7,BOZ8 Comdty
BO  N7,31-Oct-16,35.86,BON7 Comdty
BO  V9,31-Oct-16,35.7,BOV9 Comdty
BO  N9,31-Oct-16,35.7,BON9 Comdty
BO  H8,31-Oct-16,35.6,BOH8 Comdty
BO  F8,31-Oct-16,35.57,BOF8 Comdty
BO  Q8,31-Oct-16,35.61,BOQ8 Comdty
BO  K8,31-Oct-16,35.57,BOK8 Comdty
BO  Z9,31-Oct-16,35.7,BOZ9 Comdty
BO  Z7,1-Nov-16,35.42,BOZ7 Comdty
BO  V7,1-Nov-16,35.36,BOV7 Comdty
BO  H8,1-Nov-16,35.46,BOH8 Comdty
BO  U7,1-Nov-16,35.57,BOU7 Comdty
BO  F7,1-Nov-16,35.09,BOF7 Comdty
BO  K7,1-Nov-16,35.43,BOK7 Comdty
BO  N7,1-Nov-16,35.6,BON7 Comdty
BO  V9,1-Nov-16,35.59,BOV9 Comdty
BO  K8,1-Nov-16,35.43,BOK8 Comdty
BO  Z9,1-Nov-16,35.59,BOZ9 Comdty
BO  V8,1-Nov-16,35.5,BOV8 Comdty
BO  Q8,1-Nov-16,35.48,BOQ8 Comdty
BO  N9,1-Nov-16,35.59,BON9 Comdty
BO  U8,1-Nov-16,35.48,BOU8 Comdty
BO  H7,1-Nov-16,35.27,BOH7 Comdty
BO  Q7,1-Nov-16,35.6,BOQ7 Comdty
BO  Z6,1-Nov-16,34.85,BOZ6 Comdty
BO  Z8,1-Nov-16,35.59,BOZ8 Comdty
BO  F8,1-Nov-16,35.42,BOF8 Comdty
BO  N8,1-Nov-16,35.48,BON8 Comdty
BO  N8,2-Nov-16,35.51,BON8 Comdty
BO  V7,2-Nov-16,35.5,BOV7 Comdty
BO  U8,2-Nov-16,35.51,BOU8 Comdty
BO  U7,2-Nov-16,35.71,BOU7 Comdty
BO  Z9,2-Nov-16,35.66,BOZ9 Comdty
BO  K7,2-Nov-16,35.57,BOK7 Comdty
BO  H7,2-Nov-16,35.4,BOH7 Comdty
BO  Z6,2-Nov-16,34.98,BOZ6 Comdty
BO  V9,2-Nov-16,35.66,BOV9 Comdty
BO  H8,2-Nov-16,35.58,BOH8 Comdty
BO  Q8,2-Nov-16,35.51,BOQ8 Comdty
BO  F8,2-Nov-16,35.56,BOF8 Comdty
BO  Z7,2-Nov-16,35.56,BOZ7 Comdty
BO  N7,2-Nov-16,35.74,BON7 Comdty
BO  F7,2-Nov-16,35.21,BOF7 Comdty
BO  Q7,2-Nov-16,35.73,BOQ7 Comdty
BO  K8,2-Nov-16,35.53,BOK8 Comdty
BO  V8,2-Nov-16,35.56,BOV8 Comdty
BO  N9,2-Nov-16,35.66,BON9 Comdty
BO  Z8,2-Nov-16,35.66,BOZ8 Comdty
BO  V7,3-Nov-16,35.62,BOV7 Comdty
BO  K7,3-Nov-16,35.7,BOK7 Comdty
BO  N8,3-Nov-16,35.69,BON8 Comdty
BO  U7,3-Nov-16,35.81,BOU7 Comdty
BO  Z9,3-Nov-16,35.83,BOZ9 Comdty
BO  V9,3-Nov-16,35.83,BOV9 Comdty
BO  Z6,3-Nov-16,35.1,BOZ6 Comdty
BO  Q8,3-Nov-16,35.69,BOQ8 Comdty
BO  H7,3-Nov-16,35.54,BOH7 Comdty
BO  H8,3-Nov-16,35.7,BOH8 Comdty
BO  Z7,3-Nov-16,35.68,BOZ7 Comdty
BO  F7,3-Nov-16,35.36,BOF7 Comdty
BO  N7,3-Nov-16,35.85,BON7 Comdty
BO  K8,3-Nov-16,35.66,BOK8 Comdty
BO  Q7,3-Nov-16,35.84,BOQ7 Comdty
BO  V8,3-Nov-16,35.73,BOV8 Comdty
BO  U8,3-Nov-16,35.69,BOU8 Comdty
BO  Z8,3-Nov-16,35.83,BOZ8 Comdty
BO  N9,3-Nov-16,35.83,BON9 Comdty
BO  F8,3-Nov-16,35.68,BOF8 Comdty
BO  K7,4-Nov-16,35.32,BOK7 Comdty
BO  U7,4-Nov-16,35.48,BOU7 Comdty
BO  U8,4-Nov-16,35.63,BOU8 Comdty
BO  N8,4-Nov-16,35.63,BON8 Comdty
BO  V7,4-Nov-16,35.33,BOV7 Comdty
BO  H7,4-Nov-16,35.16,BOH7 Comdty
BO  V9,4-Nov-16,35.76,BOV9 Comdty
BO  Q7,4-Nov-16,35.48,BOQ7 Comdty
BO  Z7,4-Nov-16,35.43,BOZ7 Comdty
BO  K8,4-Nov-16,35.6,BOK8 Comdty
BO  F8,4-Nov-16,35.48,BOF8 Comdty
BO  Z6,4-Nov-16,34.71,BOZ6 Comdty
BO  H8,4-Nov-16,35.52,BOH8 Comdty
BO  N7,4-Nov-16,35.47,BON7 Comdty
BO  Q8,4-Nov-16,35.63,BOQ8 Comdty
BO  F7,4-Nov-16,34.98,BOF7 Comdty
BO  N9,4-Nov-16,35.76,BON9 Comdty
BO  Z8,4-Nov-16,35.76,BOZ8 Comdty
BO  V8,4-Nov-16,35.67,BOV8 Comdty
BO  Z9,4-Nov-16,35.76,BOZ9 Comdty
BO  K7,7-Nov-16,35.42,BOK7 Comdty
BO  V7,7-Nov-16,35.44,BOV7 Comdty
BO  U7,7-Nov-16,35.59,BOU7 Comdty
BO  V9,7-Nov-16,35.86,BOV9 Comdty
BO  U8,7-Nov-16,35.73,BOU8 Comdty
BO  Q7,7-Nov-16,35.62,BOQ7 Comdty
BO  F7,7-Nov-16,35.05,BOF7 Comdty
BO  N8,7-Nov-16,35.73,BON8 Comdty
BO  H7,7-Nov-16,35.24,BOH7 Comdty
BO  Z7,7-Nov-16,35.54,BOZ7 Comdty
BO  Z6,7-Nov-16,34.79,BOZ6 Comdty
BO  N7,7-Nov-16,35.59,BON7 Comdty
BO  F8,7-Nov-16,35.57,BOF8 Comdty
BO  Z8,7-Nov-16,35.86,BOZ8 Comdty
BO  Z9,7-Nov-16,35.86,BOZ9 Comdty
BO  K8,7-Nov-16,35.69,BOK8 Comdty
BO  Q8,7-Nov-16,35.73,BOQ8 Comdty
BO  V8,7-Nov-16,35.77,BOV8 Comdty
BO  H8,7-Nov-16,35.61,BOH8 Comdty
BO  N9,7-Nov-16,35.86,BON9 Comdty
BO  K7,8-Nov-16,35.96,BOK7 Comdty
BO  U7,8-Nov-16,36.06,BOU7 Comdty
BO  V7,8-Nov-16,35.88,BOV7 Comdty
BO  Q8,8-Nov-16,36.22,BOQ8 Comdty
BO  U8,8-Nov-16,36.32,BOU8 Comdty
BO  N8,8-Nov-16,36.1,BON8 Comdty
BO  V9,8-Nov-16,36.45,BOV9 Comdty
BO  N7,8-Nov-16,36.14,BON7 Comdty
BO  Z9,8-Nov-16,36.45,BOZ9 Comdty
BO  Z6,8-Nov-16,35.31,BOZ6 Comdty
BO  F7,8-Nov-16,35.57,BOF7 Comdty
BO  Z7,8-Nov-16,35.94,BOZ7 Comdty
BO  H7,8-Nov-16,35.78,BOH7 Comdty
BO  K8,8-Nov-16,36.09,BOK8 Comdty
BO  H8,8-Nov-16,36.01,BOH8 Comdty
BO  Z8,8-Nov-16,36.45,BOZ8 Comdty
BO  Q7,8-Nov-16,36.13,BOQ7 Comdty
BO  F8,8-Nov-16,35.97,BOF8 Comdty
BO  V8,8-Nov-16,36.36,BOV8 Comdty
BO  N9,8-Nov-16,36.45,BON9 Comdty
BO  Q8,9-Nov-16,35.39,BOQ8 Comdty
BO  U8,9-Nov-16,35.44,BOU8 Comdty
BO  U7,9-Nov-16,35.15,BOU7 Comdty
BO  V7,9-Nov-16,34.96,BOV7 Comdty
BO  Q7,9-Nov-16,35.21,BOQ7 Comdty
BO  N8,9-Nov-16,35.22,BON8 Comdty
BO  F7,9-Nov-16,34.57,BOF7 Comdty
BO  K7,9-Nov-16,35,BOK7 Comdty
BO  Z7,9-Nov-16,35,BOZ7 Comdty
BO  V9,9-Nov-16,35.56,BOV9 Comdty
BO  N7,9-Nov-16,35.19,BON7 Comdty
BO  Z9,9-Nov-16,35.56,BOZ9 Comdty
BO  H7,9-Nov-16,34.81,BOH7 Comdty
BO  Z6,9-Nov-16,34.31,BOZ6 Comdty
BO  H8,9-Nov-16,35.06,BOH8 Comdty
BO  K8,9-Nov-16,35.15,BOK8 Comdty
BO  Z8,9-Nov-16,35.56,BOZ8 Comdty
BO  F8,9-Nov-16,35.02,BOF8 Comdty
BO  V8,9-Nov-16,35.47,BOV8 Comdty
BO  N9,9-Nov-16,35.56,BON9 Comdty
BO  Z9,10-Nov-16,35.91,BOZ9 Comdty
BO  K7,10-Nov-16,35.45,BOK7 Comdty
BO  Q8,10-Nov-16,35.81,BOQ8 Comdty
BO  U7,10-Nov-16,35.57,BOU7 Comdty
BO  H7,10-Nov-16,35.26,BOH7 Comdty
BO  V7,10-Nov-16,35.39,BOV7 Comdty
BO  N7,10-Nov-16,35.63,BON7 Comdty
BO  N8,10-Nov-16,35.65,BON8 Comdty
BO  H8,10-Nov-16,35.51,BOH8 Comdty
BO  V9,10-Nov-16,35.91,BOV9 Comdty
BO  Z6,10-Nov-16,34.77,BOZ6 Comdty
BO  Q7,10-Nov-16,35.64,BOQ7 Comdty
BO  U8,10-Nov-16,35.85,BOU8 Comdty
BO  Z7,10-Nov-16,35.45,BOZ7 Comdty
BO  Z8,10-Nov-16,35.91,BOZ8 Comdty
BO  F7,10-Nov-16,35.02,BOF7 Comdty
BO  F8,10-Nov-16,35.46,BOF8 Comdty
BO  K8,10-Nov-16,35.6,BOK8 Comdty
BO  V8,10-Nov-16,35.82,BOV8 Comdty
BO  N9,10-Nov-16,35.91,BON9 Comdty
BO  U7,11-Nov-16,35.18,BOU7 Comdty
BO  K7,11-Nov-16,35.07,BOK7 Comdty
BO  U8,11-Nov-16,35.48,BOU8 Comdty
BO  V7,11-Nov-16,35,BOV7 Comdty
BO  V9,11-Nov-16,35.54,BOV9 Comdty
BO  Z9,11-Nov-16,35.54,BOZ9 Comdty
BO  N8,11-Nov-16,35.28,BON8 Comdty
BO  Q8,11-Nov-16,35.42,BOQ8 Comdty
BO  Z6,11-Nov-16,34.44,BOZ6 Comdty
BO  Q7,11-Nov-16,35.26,BOQ7 Comdty
BO  F7,11-Nov-16,34.66,BOF7 Comdty
BO  N7,11-Nov-16,35.25,BON7 Comdty
BO  Z7,11-Nov-16,35.07,BOZ7 Comdty
BO  H8,11-Nov-16,35.15,BOH8 Comdty
BO  H7,11-Nov-16,34.89,BOH7 Comdty
BO  K8,11-Nov-16,35.23,BOK8 Comdty
BO  V8,11-Nov-16,35.46,BOV8 Comdty
BO  N9,11-Nov-16,35.54,BON9 Comdty
BO  Z8,11-Nov-16,35.54,BOZ8 Comdty
BO  F8,11-Nov-16,35.1,BOF8 Comdty
BO  U7,14-Nov-16,34.71,BOU7 Comdty
BO  V7,14-Nov-16,34.53,BOV7 Comdty
BO  U8,14-Nov-16,35.04,BOU8 Comdty
BO  Q8,14-Nov-16,34.99,BOQ8 Comdty
BO  K7,14-Nov-16,34.58,BOK7 Comdty
BO  Z7,14-Nov-16,34.6,BOZ7 Comdty
BO  V9,14-Nov-16,35.11,BOV9 Comdty
BO  H7,14-Nov-16,34.4,BOH7 Comdty
BO  Z9,14-Nov-16,35.11,BOZ9 Comdty
BO  Z6,14-Nov-16,33.95,BOZ6 Comdty
BO  N7,14-Nov-16,34.77,BON7 Comdty
BO  H8,14-Nov-16,34.7,BOH8 Comdty
BO  Q7,14-Nov-16,34.78,BOQ7 Comdty
BO  F7,14-Nov-16,34.18,BOF7 Comdty
BO  V8,14-Nov-16,35.03,BOV8 Comdty
BO  K8,14-Nov-16,34.78,BOK8 Comdty
BO  N9,14-Nov-16,35.11,BON9 Comdty
BO  Z8,14-Nov-16,35.11,BOZ8 Comdty
BO  N8,14-Nov-16,34.84,BON8 Comdty
BO  F8,14-Nov-16,34.63,BOF8 Comdty
BO  K7,15-Nov-16,34.89,BOK7 Comdty
BO  V7,15-Nov-16,34.8,BOV7 Comdty
BO  U8,15-Nov-16,35.23,BOU8 Comdty
BO  U7,15-Nov-16,35,BOU7 Comdty
BO  Z6,15-Nov-16,34.21,BOZ6 Comdty
BO  F7,15-Nov-16,34.46,BOF7 Comdty
BO  N8,15-Nov-16,35.03,BON8 Comdty
BO  H8,15-Nov-16,34.95,BOH8 Comdty
BO  V9,15-Nov-16,35.25,BOV9 Comdty
BO  Z8,15-Nov-16,35.25,BOZ8 Comdty
BO  N7,15-Nov-16,35.06,BON7 Comdty
BO  Z9,15-Nov-16,35.25,BOZ9 Comdty
BO  H7,15-Nov-16,34.7,BOH7 Comdty
BO  Q8,15-Nov-16,35.18,BOQ8 Comdty
BO  Z7,15-Nov-16,34.86,BOZ7 Comdty
BO  Q7,15-Nov-16,35.05,BOQ7 Comdty
BO  K8,15-Nov-16,34.99,BOK8 Comdty
BO  F8,15-Nov-16,34.87,BOF8 Comdty
BO  V8,15-Nov-16,35.16,BOV8 Comdty
BO  N9,15-Nov-16,35.25,BON9 Comdty
BO  V7,16-Nov-16,34.73,BOV7 Comdty
BO  K7,16-Nov-16,34.8,BOK7 Comdty
BO  N8,16-Nov-16,35,BON8 Comdty
BO  U7,16-Nov-16,34.92,BOU7 Comdty
BO  V9,16-Nov-16,35.23,BOV9 Comdty
BO  U8,16-Nov-16,35.21,BOU8 Comdty
BO  Z9,16-Nov-16,35.23,BOZ9 Comdty
BO  Q8,16-Nov-16,35.16,BOQ8 Comdty
BO  Z6,16-Nov-16,34.1,BOZ6 Comdty
BO  H7,16-Nov-16,34.61,BOH7 Comdty
BO  N7,16-Nov-16,34.98,BON7 Comdty
BO  K8,16-Nov-16,34.96,BOK8 Comdty
BO  H8,16-Nov-16,34.9,BOH8 Comdty
BO  N9,16-Nov-16,35.23,BON9 Comdty
BO  Q7,16-Nov-16,34.98,BOQ7 Comdty
BO  Z8,16-Nov-16,35.23,BOZ8 Comdty
BO  Z7,16-Nov-16,34.8,BOZ7 Comdty
BO  F8,16-Nov-16,34.82,BOF8 Comdty
BO  F7,16-Nov-16,34.36,BOF7 Comdty
BO  V8,16-Nov-16,35.15,BOV8 Comdty
BO  K7,17-Nov-16,34.41,BOK7 Comdty
BO  U7,17-Nov-16,34.56,BOU7 Comdty
BO  V7,17-Nov-16,34.37,BOV7 Comdty
BO  U8,17-Nov-16,34.84,BOU8 Comdty
BO  N8,17-Nov-16,34.65,BON8 Comdty
BO  N7,17-Nov-16,34.59,BON7 Comdty
BO  F8,17-Nov-16,34.47,BOF8 Comdty
BO  Q7,17-Nov-16,34.61,BOQ7 Comdty
BO  Z7,17-Nov-16,34.42,BOZ7 Comdty
BO  H7,17-Nov-16,34.21,BOH7 Comdty
BO  F7,17-Nov-16,33.96,BOF7 Comdty
BO  H8,17-Nov-16,34.55,BOH8 Comdty
BO  Z6,17-Nov-16,33.7,BOZ6 Comdty
BO  V8,17-Nov-16,34.79,BOV8 Comdty
BO  N9,17-Nov-16,34.87,BON9 Comdty
BO  Z8,17-Nov-16,34.87,BOZ8 Comdty
BO  Q8,17-Nov-16,34.78,BOQ8 Comdty
BO  V9,17-Nov-16,34.87,BOV9 Comdty
BO  K8,17-Nov-16,34.61,BOK8 Comdty
BO  Z9,17-Nov-16,34.87,BOZ9 Comdty
BO  K7,18-Nov-16,34.75,BOK7 Comdty
BO  U7,18-Nov-16,34.88,BOU7 Comdty
BO  V7,18-Nov-16,34.7,BOV7 Comdty
BO  N8,18-Nov-16,34.91,BON8 Comdty
BO  Z6,18-Nov-16,34.05,BOZ6 Comdty
BO  V9,18-Nov-16,35.12,BOV9 Comdty
BO  F7,18-Nov-16,34.31,BOF7 Comdty
BO  Z9,18-Nov-16,35.12,BOZ9 Comdty
BO  Z7,18-Nov-16,34.78,BOZ7 Comdty
BO  Q8,18-Nov-16,35.02,BOQ8 Comdty
BO  K8,18-Nov-16,34.83,BOK8 Comdty
BO  H8,18-Nov-16,34.81,BOH8 Comdty
BO  N9,18-Nov-16,35.12,BON9 Comdty
BO  H7,18-Nov-16,34.56,BOH7 Comdty
BO  Z8,18-Nov-16,35.12,BOZ8 Comdty
BO  N7,18-Nov-16,34.94,BON7 Comdty
BO  Q7,18-Nov-16,34.93,BOQ7 Comdty
BO  F8,18-Nov-16,34.8,BOF8 Comdty
BO  V8,18-Nov-16,35.04,BOV8 Comdty
BO  U8,18-Nov-16,35.09,BOU8 Comdty
BO  U7,21-Nov-16,35.46,BOU7 Comdty
BO  K7,21-Nov-16,35.37,BOK7 Comdty
BO  V7,21-Nov-16,35.24,BOV7 Comdty
BO  V9,21-Nov-16,35.56,BOV9 Comdty
BO  U8,21-Nov-16,35.53,BOU8 Comdty
BO  F8,21-Nov-16,35.29,BOF8 Comdty
BO  F7,21-Nov-16,34.93,BOF7 Comdty
BO  N8,21-Nov-16,35.36,BON8 Comdty
BO  Z6,21-Nov-16,34.64,BOZ6 Comdty
BO  Z9,21-Nov-16,35.56,BOZ9 Comdty
BO  N7,21-Nov-16,35.53,BON7 Comdty
BO  H7,21-Nov-16,35.18,BOH7 Comdty
BO  Q8,21-Nov-16,35.47,BOQ8 Comdty
BO  K8,21-Nov-16,35.3,BOK8 Comdty
BO  N9,21-Nov-16,35.56,BON9 Comdty
BO  H8,21-Nov-16,35.3,BOH8 Comdty
BO  Z7,21-Nov-16,35.27,BOZ7 Comdty
BO  Q7,21-Nov-16,35.53,BOQ7 Comdty
BO  V8,21-Nov-16,35.48,BOV8 Comdty
BO  Z8,21-Nov-16,35.56,BOZ8 Comdty
BO  V7,22-Nov-16,35.07,BOV7 Comdty
BO  K7,22-Nov-16,35.2,BOK7 Comdty
