pdt,order,value_date,underlying_id,vol_id,op_id,call_put_id,tau,strike,settle_vol
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,610,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,620,0.412015599
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,620,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,630,0.42217689799999997
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,630,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,640,0.400344625
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,640,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,650,0.40956575799999995
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,650,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,660,0.418614692
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,660,0.0
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,C,0.29863013698630136,670,0.427498362
C,1.0,2017-01-02,C  K7,C  K7.K7,K7,P,0.29863013698630136,670,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,170,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,170,0.544101355
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,180,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,180,0.50563206
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,190,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,190,0.469192175
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,200,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,200,0.434554658
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,210,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,210,0.401524472
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,220,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,220,0.36993359200000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,230,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,230,0.33963366700000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,240,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,240,0.310493132
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,250,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,250,0.28239727800000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,260,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,260,0.255235184
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,270,0.0
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,270,0.22890921
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,280,0.20332306
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,280,0.223646853
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,290,0.19669831399999999
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,290,0.209694551
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,300,0.191399984
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,300,0.19955281600000002
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,310,0.19822042199999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,310,0.202870186
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,320,0.191942124
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,320,0.195257531
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,330,0.19340602399999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,330,0.195825871
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,340,0.19702906899999997
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,340,0.19702906899999997
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,350,0.200228945
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,350,0.200228945
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,360,0.20274199199999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,360,0.20274199199999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,370,0.205140746
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,370,0.205140746
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,380,0.20868327600000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,380,0.20868327600000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,390,0.21189027800000002
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,390,0.209978019
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,400,0.21495851
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,400,0.21274315300000002
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,410,0.218026694
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,410,0.21537649399999997
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,420,0.227237639
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,420,0.22411325399999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,430,0.230497755
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,430,0.22662077100000003
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,C,0.2958904109589041,440,0.23980775399999998
C,1.0,2017-01-03,C  K7,C  K7.K7,K7,P,0.2958904109589041,440,0.235205453
